SCHOOL #,SCHOOL NAME,ADDRESS,SchoolType,GRADE,AllStudents,Male,Female,AmericanIndian,Asian,Black,White,Hispanic,PacificIslander,MultipleRace,ESOL,FARMS,SpEd
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,12,--,--,--,--,--,--,--,--,--,--,,--,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,PreK,41,28,--,--,--,--,--,24,--,--,--,33,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,K,123,58,65,--,--,--,39,46,--,--,31,36,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,01,152,78,74,--,--,23,57,56,--,--,42,50,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,02,118,62,56,--,--,22,37,45,--,--,32,41,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,03,102,52,50,--,--,--,29,48,--,--,26,38,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,04,110,64,46,--,--,--,30,45,--,--,--,42,--
803,Forest Knolls ES,"10830 Eastwood Avenue  Silver Spring, MD  20901",ES,05,107,58,49,--,--,--,35,47,--,--,--,42,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,PreK,57,27,30,--,--,--,--,40,--,--,43,58,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,K,83,38,45,--,--,--,--,61,--,--,53,68,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,01,89,43,46,--,--,--,--,65,--,--,54,64,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,02,91,47,44,--,--,--,--,68,--,--,56,64,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,03,87,42,45,--,--,--,--,65,--,--,45,65,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,04,58,34,24,--,--,--,--,40,--,--,--,46,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,01,132,68,64,--,--,49,--,57,--,--,36,92,--
805,Kemp Mill ES,"411 Sisson Street  Silver Spring, MD  20902",ES,05,65,29,36,--,--,--,--,44,--,--,--,44,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,PreK,99,67,32,--,--,29,--,49,--,--,29,65,56
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,K,47,25,22,--,--,--,--,21,--,--,25,33,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,01,53,27,26,--,--,--,--,28,--,--,32,38,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,02,58,33,25,--,--,22,--,27,--,--,33,38,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,03,65,42,23,--,--,26,--,25,--,--,25,37,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,04,69,35,34,--,--,23,--,36,--,--,--,54,--
807,Brookhaven ES,"4610 Renn Street  Rockville, MD  20853",ES,05,52,22,30,--,--,--,--,27,--,--,--,39,--
808,Cresthaven ES,"1234 Cresthaven Drive  Silver Spring, MD  20903",ES,03,170,88,82,--,--,63,--,82,--,--,72,138,--
808,Cresthaven ES,"1234 Cresthaven Drive  Silver Spring, MD  20903",ES,04,196,104,92,--,31,67,--,88,--,--,32,144,23
808,Cresthaven ES,"1234 Cresthaven Drive  Silver Spring, MD  20903",ES,05,144,83,61,--,22,52,--,63,--,--,28,111,28
811,White Oak MS,"12201 New Hampshire Avenue  Silver Spring, MD  20904",MS,06,266,153,113,--,29,83,26,124,--,--,37,165,25
811,White Oak MS,"12201 New Hampshire Avenue  Silver Spring, MD  20904",MS,07,242,131,111,--,24,79,23,108,--,--,51,148,32
811,White Oak MS,"12201 New Hampshire Avenue  Silver Spring, MD  20904",MS,08,252,125,127,--,29,76,23,118,--,--,49,156,--
812,Parkland MS,"4610 West Frankfort Drive  Rockville, MD  20853",MS,06,325,187,138,--,50,94,36,133,--,--,34,176,31
812,Parkland MS,"4610 West Frankfort Drive  Rockville, MD  20853",MS,07,322,166,156,--,57,70,34,153,--,--,29,152,24
812,Parkland MS,"4610 West Frankfort Drive  Rockville, MD  20853",MS,08,317,156,161,--,62,72,36,134,--,--,27,138,33
815,John F. Kennedy HS,"1901 Randolph Road  Silver Spring, MD  20902",HS,09,489,252,237,--,23,158,24,276,--,--,174,273,74
815,John F. Kennedy HS,"1901 Randolph Road  Silver Spring, MD  20902",HS,10,454,231,223,--,33,146,21,242,--,--,95,213,63
815,John F. Kennedy HS,"1901 Randolph Road  Silver Spring, MD  20902",HS,11,281,147,134,--,28,84,--,147,--,--,40,126,29
815,John F. Kennedy HS,"1901 Randolph Road  Silver Spring, MD  20902",HS,12,325,172,153,--,31,111,22,159,--,--,22,145,57
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,PreK,38,24,--,--,--,--,--,22,--,--,--,35,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,02,105,41,64,--,--,29,--,51,--,--,36,63,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,03,98,57,41,--,--,45,--,40,--,--,24,65,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,04,93,47,46,--,--,31,--,52,--,--,--,67,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,05,91,51,40,--,--,33,--,38,--,--,--,56,--
818,Col. E. Brooke Lee MS,"11800 Monticello Avenue  Silver Spring, MD  20902",MS,06,222,107,115,--,--,56,--,126,--,--,36,152,28
818,Col. E. Brooke Lee MS,"11800 Monticello Avenue  Silver Spring, MD  20902",MS,07,237,132,105,--,22,60,--,131,--,--,42,167,36
818,Col. E. Brooke Lee MS,"11800 Monticello Avenue  Silver Spring, MD  20902",MS,08,232,134,98,--,22,60,--,120,--,--,49,142,32
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,PreK,25,--,--,--,--,--,--,--,--,--,,--,24
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,K,80,43,37,--,--,--,--,23,--,--,27,24,--
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,01,63,33,30,--,--,--,--,--,--,--,--,--,--
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,02,69,37,32,--,--,--,24,24,--,--,--,--,--
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,03,54,25,29,--,--,--,--,27,--,--,--,--,--
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,04,90,50,40,--,--,--,28,35,--,--,--,29,--
819,Rock Creek Valley ES,"5121 Russett Road  Rockville, MD  20853",ES,05,54,--,36,--,--,--,--,24,--,--,--,22,--
820,Earle B. Wood MS,"14615 Bauer Drive  Rockville, MD  20853",MS,06,332,175,157,--,42,54,100,121,--,--,25,124,51
820,Earle B. Wood MS,"14615 Bauer Drive  Rockville, MD  20853",MS,07,326,174,152,--,29,38,109,137,--,--,31,118,40
820,Earle B. Wood MS,"14615 Bauer Drive  Rockville, MD  20853",MS,08,312,152,160,--,40,37,103,114,--,--,34,104,39
822,Strathmore ES,"3200 Beaverwood Lane  Silver Spring, MD  20906",ES,03,155,73,82,--,--,66,--,68,--,--,50,94,22
822,Strathmore ES,"3200 Beaverwood Lane  Silver Spring, MD  20906",ES,04,154,82,72,--,--,66,--,68,--,--,28,101,--
822,Strathmore ES,"3200 Beaverwood Lane  Silver Spring, MD  20906",ES,05,164,81,83,--,--,65,--,69,--,--,21,92,22
823,Argyle MS,"2400 Bel Pre Road  Silver Spring, MD 20906",MS,08,293,160,133,--,28,94,--,145,--,--,45,182,29
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,06,--,--,,--,--,--,--,--,--,--,,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,07,--,--,,--,--,--,--,--,--,--,,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,08,--,--,--,--,--,--,--,--,--,--,,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,09,--,--,--,--,--,--,--,--,--,--,,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,10,--,--,--,--,--,--,--,--,--,--,--,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,11,--,--,--,--,--,--,--,--,--,--,--,--,--
916,Rock Terrace School,"390 Martins Lane  Rockville, MD 20850",Special,12,43,34,--,--,--,--,--,--,--,--,--,--,42
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,K,--,--,,--,--,--,--,--,--,--,,,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,01,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,02,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,03,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,04,--,,--,--,--,--,--,--,--,--,,,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,05,--,,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,06,--,--,--,--,--,--,--,--,--,--,,,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,07,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,08,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,09,--,--,,--,--,--,--,--,--,--,,,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,10,--,--,--,--,--,--,--,--,--,--,,,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,11,--,--,--,--,--,--,--,--,--,--,,--,--
951,Longview School,"13900 Bromfield Road  Germantown, MD 20874",Special,12,--,--,--,--,--,--,--,--,--,--,,--,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,05,--,--,,--,--,--,--,--,--,--,,--,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,06,--,--,--,--,--,--,--,--,--,--,,,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,07,--,--,--,--,--,--,--,--,--,--,,--,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,08,--,--,--,--,--,--,--,--,--,--,--,--,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,09,26,--,--,--,--,--,--,--,--,--,--,--,22
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,10,28,22,--,--,--,--,--,--,--,--,--,--,29
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,11,--,--,--,--,--,--,--,--,--,--,,--,--
965,RICA,"15000 Broschart Road  Rockville, MD 20850",Special,12,--,--,--,--,--,--,--,--,--,--,,--,--
